"SIG_CD","SIG_ENG_NM","year","COavg","NO2avg","O3avg","PM10avg","SO2avg","PM25avg","PM10freq","PM10freqUS","PM10xtrm","PM10xtrmUS","PM10hrs","avghrs","tavg","tmin","tmax","ppt","wmax","wavg","huminavg","sunsum"
11110,"Jongno-gu",2001,0.93660210510364,0.0382130152565357,0.0156023020313177,69.1114155629335,0.00641169136900628,NA,87,16,18,0,2439,6.68219178082192,12.8597260273973,8.98739726027397,17.3739726027397,1421.2,4.00630136986301,1.82630136986301,60.906301369863,1605.3
11110,"Jongno-gu",2002,0.77938735686253,0.038606712155158,0.0139019968091194,77.5994028768542,0.00502106419833053,NA,112,13,17,4,2732,7.48493150684931,12.9142465753425,9.13150684931507,17.2356164383562,1398.3,4.69506849315068,2.11643835616438,62.1093150684932,1421.4
11110,"Jongno-gu",2003,0.746798687278619,0.0390349495543644,0.0127755670858805,71.859908651628,0.0052705589847785,NA,120,16,16,0,2914,7.98356164383562,12.8695890410959,9.20191780821918,17.0391780821918,2034.8,4.43753424657534,1.99095890410959,64.5945205479452,1449.7
11110,"Jongno-gu",2004,0.664134309788034,0.0405396722611199,0.013060375747173,65.4800684544675,0.00538692822905966,NA,99,7,8,0,2412,6.59016393442623,13.3516393442623,9.56065573770492,17.731693989071,1510.1,4.95983606557377,2.34918032786885,62.0054644808743,2116.6
11110,"Jongno-gu",2005,0.66182417445399,0.0378805485011429,0.0150860825028832,62.2191401471213,0.00574240832537888,NA,88,3,4,0,2029,5.55890410958904,12.1394520547945,8.48739726027397,16.4298630136986,1401.3,5.1641095890411,2.43753424657534,60.5904109589041,2045.9
11110,"Jongno-gu",2006,0.689783571096689,0.0376954643945907,0.0160600856330537,61.7645676961287,0.00567263263829683,NA,74,5,5,2,1957,5.36164383561644,13.0619178082192,9.36246575342466,17.3027397260274,1685.9,4.86986301369863,2.36027397260274,60.6128767123288,1931.7
11110,"Jongno-gu",2007,0.714591941198427,0.0392347732159734,0.0162472554789447,63.120379546733,0.00646236501126343,NA,88,7,7,1,2167,5.93698630136986,13.2827397260274,9.74849315068493,17.5024657534247,1222.8,5.05972602739726,2.40493150684931,62.2098630136986,1847.3
11110,"Jongno-gu",2008,0.667530295647528,0.0401007779711824,0.0172871985363408,56.3727424547438,0.00621977005163978,NA,51,6,6,0,1479,4.04098360655738,12.9642076502732,9.16939890710383,17.3472677595628,1372,5.09344262295082,2.43907103825137,59.4595628415301,2145.4
11110,"Jongno-gu",2009,0.667526968280738,0.0387426653411967,0.019109231066478,56.1751810361345,0.00580290675846599,NA,57,6,8,0,1462,4.00547945205479,12.9534246575342,9.17945205479452,17.2506849315069,1577.8,5.04739726027397,2.42383561643836,61.1156164383562,2145.4
11110,"Jongno-gu",2010,0.6284067111621,0.0378736807208959,0.0177267551527134,50.8211845637283,0.00519790312105334,NA,41,5,6,0,1082,2.96438356164384,12.1408219178082,8.53178082191781,16.3367123287671,2063.5,5.30684931506849,2.54547945205479,62.9827397260274,1855.3
11110,"Jongno-gu",2011,0.604937155582385,0.036350521558261,0.0175582615628154,48.9372629021758,0.00523121252719756,NA,32,6,8,0,931,2.55068493150685,12.0821917808219,8.45972602739726,16.4441095890411,2043.7,5.63178082191781,2.71561643835616,59.5367123287671,2073.9
11110,"Jongno-gu",2012,0.578220369114364,0.0349724279299114,0.0194336048337045,42.6123244320366,0.00530164759803802,NA,28,0,0,0,709,1.93715846994536,12.2685792349727,8.49289617486339,16.7786885245902,1706.6,5.71338797814208,2.79262295081967,56.7032786885246,2406.6
11110,"Jongno-gu",2013,0.585274587369635,0.038386099807544,0.0204472528614388,47.351710218366,0.00549070751957928,NA,35,0,2,0,956,2.61917808219178,12.5635616438356,8.81643835616438,16.9575342465753,1405.2,5.61616438356164,2.75972602739726,60.06,2418.7
11110,"Jongno-gu",2014,0.558328598295699,0.0379712484493804,0.0210077362964662,47.9941921872595,0.0056318445031537,NA,37,3,4,0,1061,2.90684931506849,13.4002739726027,9.35808219178082,18.3153424657534,827.9,5.4986301369863,2.65315068493151,62.8857534246575,2432.3
11110,"Jongno-gu",2015,0.549915846322492,0.0364456095740941,0.0212686011421897,47.2403334643664,0.00578759980523373,22.9071802548215,29,4,4,1,830,2.27397260273973,13.6219178082192,9.36821917808219,18.732602739726,839.2,5.53534246575342,2.67287671232877,59.8372602739726,2580.3
11110,"Jongno-gu",2016,0.546493317789561,0.0347491676947853,0.0221330614080188,49.7877299802363,0.00513269206041155,26.101771398339,27,1,1,0,961,2.62568306010929,13.5928961748634,9.44590163934426,18.5814207650273,1002.9,4.81994535519126,2.27595628415301,59.1472677595628,2497.8
11110,"Jongno-gu",2017,0.541280953497284,0.0329302392549478,0.0233856126276533,46.938335293295,0.00462701221310418,24.638674517177,26,2,2,0,838,2.2958904109589,13.0731506849315,8.84520547945205,18.1120547945205,1241.1,4.81808219178082,2.20438356164384,57.7284931506849,2635.7
11110,"Jongno-gu",2018,0.538272801621113,0.0309573091877721,0.0229492868075113,40.7828015610784,0.00419304754540865,24.638674517177,23,0,0,0,698,1.91232876712329,13.0024657534247,8.87123287671233,17.9569863013699,1288.8,3.96575342465753,1.73315068493151,57.4745205479452,2613.4
11110,"Jongno-gu",2019,0.549807676744606,0.0265606513014073,0.02621104978765,40.9340780421181,0.00373208320049063,23.7793592711058,27,3,3,0,738,2.02191780821918,13.598904109589,9.32109589041096,18.6021917808219,900.3,4.28684931506849,1.95424657534247,56.806301369863,2551.1
11110,"Jongno-gu",2020,0.504209181939493,0.0245400659644589,0.0245175906102189,36.5865265867771,0.00321646798207807,21.09607085369,5,0,0,0,301,0.822404371584699,13.2718579234973,9.3896174863388,17.8672131147541,1664.4,4.84535519125683,2.36338797814208,63.2445355191257,2263.7
11110,"Jongno-gu",2021,0.502377717889867,0.0251241019376359,0.0261713037104702,38.7797540838494,0.00320769803420873,19.924958273161,22,3,3,2,597,1.63561643835616,13.7520547945205,9.62246575342466,18.4917808219178,1226.9,4.80849315068493,2.31041095890411,65.5452054794521,2198.8
11140,"Jung-gu",2001,0.952320034225012,0.0403979952328456,0.0145232659041129,70.2423690077164,0.00652149327704646,NA,94,17,19,0,2541,6.96164383561644,12.8597260273973,8.98739726027397,17.3739726027397,1420.6,4.00630136986301,1.82630136986301,60.906301369863,1605.3
11140,"Jung-gu",2002,0.813778590961049,0.0411467450905161,0.0124592106113745,78.5957018425343,0.00508564397857453,NA,114,14,16,4,2829,7.75068493150685,12.9142465753425,9.13150684931507,17.2356164383562,1398.5,4.69506849315068,2.11643835616438,62.1093150684932,1421.4
