"SIG_CD","SIG_ENG_NM","year","COavg","NO2avg","O3avg","PM10avg","SO2avg","PM10freq","PM10freqUS","PM10xtrm","PM10xtrmUS","PM10hrs","avghrs","tavg","tmin","tmax","ppt","wmax","wmaxd","wavg","huminavg","sunsum"
31110,"Jung-gu",2014,0.492230256832905,0.0245111616845123,0.025808349646845,46.8908647460386,0.00595756013883564,28,2,2,0,865,2.36986301369863,14.7767123287671,10.6175342465753,19.746301369863,1403.8,5.29150684931507,176.082191780822,2.24876712328767,64.3819178082192,2202.8
31110,"Jung-gu",2015,0.497617938015456,0.0232895679974704,0.025597044343025,44.8060338518815,0.0058831879325538,24,1,1,0,736,2.01643835616438,15.0421917808219,10.8531506849315,19.9046575342466,1062.5,5.21369863013699,174.13698630137,2.21616438356164,64.9082191780822,2231.5
31110,"Jung-gu",2016,0.468765932068421,0.0228242132112086,0.0256573830419737,41.0259517386354,0.00517479106286514,12,1,1,0,426,1.16393442622951,14.851912568306,10.8426229508197,19.4459016393443,1739.9,4.7896174863388,220.300546448087,2.07431693989071,69.8636612021858,2371.2
31110,"Jung-gu",2017,0.524110861691977,0.0220188138643818,0.0289494379299658,41.0049160938055,0.0043935033540599,10,0,0,0,390,1.06849315068493,14.593698630137,10.1920547945205,19.4178082191781,688.4,4.93095890410959,219.561643835616,2.22684931506849,63.9331506849315,2722.1
31110,"Jung-gu",2018,0.519408448502849,0.0204891281500788,0.0262955827105402,39.9257760984132,0.00461917131184163,16,1,1,0,560,1.53424657534247,14.3816438356164,10.266301369863,19.0643835616438,1420.6,4.75369863013699,218.438356164384,2.21041095890411,66.2695890410959,2579.9
31140,"Nam-gu",2001,0.73225673849353,0.0228859497561778,0.0194471402585595,55.0988745826765,0.0102018788397908,49,2,4,0,1258,3.44657534246575,14.6846575342466,10.5616438356164,19.481095890411,870.8,4.60547945205479,203.178082191781,1.89232876712329,57.8446575342466,2320.1
31140,"Nam-gu",2002,0.669100343367386,0.0204716201805172,0.0212880377956509,54.5764606782324,0.00843969761439328,44,6,6,3,1182,3.23835616438356,14.4742465753425,10.2654794520548,19.3013698630137,1564.5,4.0041095890411,199.315068493151,1.6186301369863,58.7361643835616,2252.4
31140,"Nam-gu",2003,0.669029267382962,0.0178699881085433,0.0205288598636032,41.9069734977312,0.00824481278769357,7,0,0,0,339,0.928767123287671,14.3106849315068,10.3427397260274,19.0882191780822,1865.7,5.23013698630137,193.013698630137,2.21835616438356,62.2778082191781,1965.5
31140,"Nam-gu",2004,0.601507882508791,0.0217282982035405,0.0211834232965307,50.5968084463239,0.00823135095074535,30,0,0,0,828,2.26229508196721,15.2420765027322,10.716393442623,20.4937158469945,1251.2,5.35546448087432,189.098360655738,2.26748633879781,57.246174863388,2361.6
31140,"Nam-gu",2005,0.523272712312633,0.0233654691744579,0.0222615694397335,50.256522473287,0.00750771583559229,42,0,0,0,1128,3.09041095890411,14.3054794520548,10.0208219178082,19.4095890410959,1139,5.48164383561644,207.58904109589,2.37534246575342,57.2991780821918,2325.9
31140,"Nam-gu",2006,0.471414511950418,0.0221071853886106,0.0205221950018536,52.8322791729315,0.00710892746726974,46,6,6,1,1259,3.44931506849315,14.6597260273973,10.493698630137,19.6164383561644,1398.4,5.27808219178082,194.684931506849,2.22246575342466,61.7980821917808,2126.5
31140,"Nam-gu",2007,0.48715664709111,0.0229664570520188,0.0204777586363142,52.0187022715404,0.00714739450893834,43,3,3,1,1141,3.12602739726027,15.0347945205479,10.8797260273973,19.9624657534247,1149.5,5.35808219178082,171.287671232877,2.14657534246575,66.1871232876712,2083.1
31140,"Nam-gu",2008,0.520742041489882,0.0234169633915366,0.022705821779402,53.085368248364,0.00776007267041087,43,2,2,1,1308,3.57377049180328,14.2125683060109,10.0095628415301,19.3204918032787,1116.5,5.41366120218579,172.049180327869,2.11010928961749,65.6642076502732,2307.9
31140,"Nam-gu",2009,0.47256670144107,0.022504092925545,0.0242568941829151,48.9160101614639,0.00727402679524009,34,1,1,0,1014,2.77808219178082,14.3120547945205,10.0547945205479,19.5243835616438,1150.6,5.60958904109589,172.739726027397,2.2213698630137,64.4413698630137,2240.9
31140,"Nam-gu",2010,0.470468745061843,0.0227810876431352,0.0229687156184178,48.1548298560724,0.00802919637514836,34,3,3,0,983,2.69315068493151,14.0676712328767,9.77643835616438,19.2090410958904,1188.5,5.56630136986301,172.657534246575,2.26301369863014,66.1353424657534,2231.5
31140,"Nam-gu",2011,0.487232218731828,0.0227040333606052,0.0253250299128487,48.7053084085874,0.00718884399453754,36,3,3,1,1002,2.74520547945205,13.74,9.45424657534247,18.7950684931507,1259.1,5.68547945205479,180.164383561644,2.36767123287671,65.3380821917808,2225
31140,"Nam-gu",2012,0.512374798895688,0.0229260941294848,0.0266501838939695,44.4837872563676,0.00737917783873272,24,0,0,0,712,1.94535519125683,13.7549180327869,9.66994535519126,18.7046448087432,1465.9,5.50054644808743,177.349726775956,2.29781420765027,63.3603825136612,2288.9
31140,"Nam-gu",2013,0.504634450356952,0.0247845146535829,0.0277235214411063,48.5244770020895,0.00840783035129821,32,0,0,0,992,2.71780821917808,14.8704109589041,10.3191780821918,20.292602739726,878.2,5.0627397260274,189.753424657534,2.05260273972603,60.0975342465753,2376
31140,"Nam-gu",2014,0.497204515240205,0.0240195370294926,0.0270524562300173,46.823570501584,0.00788374116387263,27,2,2,0,897,2.45753424657534,14.7767123287671,10.6175342465753,19.746301369863,1407.4,5.29150684931507,176.082191780822,2.24876712328767,64.3819178082192,2202.8
31140,"Nam-gu",2015,0.497484996273398,0.0233823482125986,0.0267369207812722,45.2050972035527,0.00777999261631079,22,1,1,0,788,2.15890410958904,15.0421917808219,10.8531506849315,19.9046575342466,1063.5,5.21369863013699,174.13698630137,2.21616438356164,64.9082191780822,2231.5
31140,"Nam-gu",2016,0.484274465250056,0.0230941090967534,0.0269911912646348,42.8320857616075,0.00676061485327806,13,1,2,0,531,1.45081967213115,14.851912568306,10.8426229508197,19.4459016393443,1720.7,4.7896174863388,220.300546448087,2.07431693989071,69.8636612021858,2371.2
31140,"Nam-gu",2017,0.546452982388473,0.0222899381554974,0.0300124314127082,42.2472829864454,0.00569001861589112,11,0,0,0,462,1.26575342465753,14.593698630137,10.1920547945205,19.4178082191781,687.9,4.93095890410959,219.561643835616,2.22684931506849,63.9331506849315,2722.1
31140,"Nam-gu",2018,0.532962963915543,0.020924966750836,0.0268334861869183,40.3351404093262,0.00585369087292955,19,1,1,0,607,1.66301369863014,14.3816438356164,10.266301369863,19.0643835616438,1420.4,4.75369863013699,218.438356164384,2.21041095890411,66.2695890410959,2579.9
31170,"Dong-gu",2001,0.710528551274905,0.0222774584195959,0.0202700937775047,56.7194334322024,0.00891165729029952,47,4,4,0,1279,3.5041095890411,14.6846575342466,10.5616438356164,19.481095890411,871.7,4.60547945205479,203.178082191781,1.89232876712329,57.8446575342466,2320.1
31170,"Dong-gu",2002,0.64458069230502,0.0185410102481236,0.0203795886661834,54.289660147972,0.00704076948716978,45,7,8,4,1081,2.96164383561644,14.4742465753425,10.2654794520548,19.3013698630137,1562.4,4.0041095890411,199.315068493151,1.6186301369863,58.7361643835616,2252.4
31170,"Dong-gu",2003,0.654721917576544,0.0172526017534753,0.024804885417071,42.8971572150934,0.00744322676457459,11,0,0,0,370,1.01369863013699,14.3106849315068,10.3427397260274,19.0882191780822,1872.9,5.23013698630137,193.013698630137,2.21835616438356,62.2778082191781,1965.5
31170,"Dong-gu",2004,0.583542109638168,0.0210920327391635,0.0252619028032736,51.0257323064705,0.00787580702957864,27,0,0,0,836,2.28415300546448,15.2420765027322,10.716393442623,20.4937158469945,1266.3,5.35546448087432,189.098360655738,2.26748633879781,57.246174863388,2361.6
31170,"Dong-gu",2005,0.524106017518452,0.0217911269691006,0.0236868465264441,50.2568064537374,0.00681970949456493,39,0,0,0,1066,2.92054794520548,14.3054794520548,10.0208219178082,19.4095890410959,1154.6,5.48164383561644,207.58904109589,2.37534246575342,57.2991780821918,2325.9
31170,"Dong-gu",2006,0.472074360228676,0.0206289645647153,0.0233052111059024,52.8557693353922,0.00649677295228804,43,6,6,2,1232,3.37534246575342,14.6597260273973,10.493698630137,19.6164383561644,1412.6,5.27808219178082,194.684931506849,2.22246575342466,61.7980821917808,2126.5
31170,"Dong-gu",2007,0.471756072416255,0.0214736927613273,0.0237389397110584,53.4493061304857,0.00728065267483858,50,3,3,1,1214,3.32602739726027,15.0347945205479,10.8797260273973,19.9624657534247,1143.7,5.35808219178082,171.287671232877,2.14657534246575,66.1871232876712,2083.1
31170,"Dong-gu",2008,0.513001243755998,0.0216820157310093,0.0250102295414668,54.141252776414,0.00781557674124855,45,3,5,1,1322,3.6120218579235,14.2125683060109,10.0095628415301,19.3204918032787,1114.4,5.41366120218579,172.049180327869,2.11010928961749,65.6642076502732,2307.9
31170,"Dong-gu",2009,0.47323060152643,0.0201370985648605,0.0276177958259353,48.3110568171045,0.00692977109973526,33,1,1,0,962,2.63561643835616,14.3120547945205,10.0547945205479,19.5243835616438,1149.7,5.60958904109589,172.739726027397,2.2213698630137,64.4413698630137,2240.9
